"Awarding Organisation","Title","Qualification Number","Status","Type","Level","Sector Subject Area","Included in performance tables","Certificates"
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Music and Music Technology","601/0442/9","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Performing Arts","601/0443/0","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Performing Arts","601/0444/2","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Sport and Active Leisure","601/0445/4","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",100
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Sport and Active Leisure","601/0446/6","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Sport and Active Leisure","601/0447/8","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Diploma In Skills for Office Professionals","601/0454/5","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",15
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Certificate In Skills for Office Professionals","601/0455/7","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",50
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Office Professionals","601/0456/9","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Certificate In Tackling Substance Misuse","601/0533/1","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",45
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Office Professionals","601/0536/7","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Office Professionals","601/0537/9","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Adding and Subtracting (Entry 1)","601/0627/X","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",15
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Money and Time (Entry 1)","601/0628/1","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",35
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics - Using and Communicating Data (Entry 1)","601/0629/3","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",10
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Using Size, Shape and Space (Entry 1)","601/0630/X","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",25
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Using Whole Numbers (Entry 1)","601/0631/1","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",25
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Addition, Subtracting and Multiplication (Entry 2)","601/0641/4","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",40
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Money, Time and Temperature (Entry 2)","601/0643/8","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",50
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics - Using and Communicating Data (Entry 2)","601/0644/X","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",40
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Using Whole Numbers and Fractions (Entry 2)","601/0645/1","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Using Size, Shape and Measure (Entry 2)","601/0667/0","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Concept Art for Creative Media Industries","601/0679/7","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",15
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Game Engine Technologies for Creative Media Industries","601/0680/3","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",100
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Video Editing for Creative Media Industries","601/0681/5","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",25
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Video Production Skills for Creative Media Industries","601/0682/7","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Comic Artwork for Creative Media Industries","601/0683/9","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Digital 3D Modelling for Creative Media Industries","601/0684/0","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",55
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Making Calculations (Entry 3)","601/0702/9","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",405
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Money, Time and Temperature (Entry 3)","601/0703/0","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",130
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics - Using and Communicating Data (Entry 3)","601/0704/2","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",840
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Using Whole Numbers, Decimals, Fractions and Percentages (Entry 3)","601/0705/4","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",15
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Mathematics â€“ Using Size, Shape and Measures (Entry 3)","601/0706/6","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",45
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Mathematics (Entry 1)","601/0707/8","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",90
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Mathematics (Entry 2)","601/0708/X","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",95
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Mathematics (Entry 3)","601/0709/1","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",50
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Hospitality and Catering","601/0819/8","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Hospitality and Catering","601/0821/6","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",15
